post_timestamp,post_title,post_content,Lap_Label,LapNumber,combined_raw_text,processed_text,Toxicity_Score
2024-12-08 22:00:00,러셀 몽골 레슬링 ㅋㅋㅋ,존버,Before Lap,,러셀 몽골 레슬링 ㅋㅋㅋ 존버,러셀 몽골 레슬링 ㅋㅋㅋ 존버,0.35621047019958496
2024-12-08 22:00:01,오늘 몽골이 맥라렌 두대 박으면 엪갤 터지냐,,Before Lap,,오늘 몽골이 맥라렌 두대 박으면 엪갤 터지냐 ,오늘 몽골이 맥라렌 두대 박으면 엪갤 터지냐,0.8261078596115112
2024-12-08 22:00:04,열차짤 만든 엪붕이 좋아죽겠노 ㅋㅋㅋㅋㅋㅋㅋ,"안캐 샤라웃 ㅋㅋㅋㅋ
- dc official App",Before Lap,,"열차짤 만든 엪붕이 좋아죽겠노 ㅋㅋㅋㅋㅋㅋㅋ 안캐 샤라웃 ㅋㅋㅋㅋ
- dc official App",열차짤 만든 엪붕이 좋아죽겠노 ㅋㅋㅋㅋㅋㅋㅋ 안캐 샤라웃 ㅋㅋㅋㅋ - dc official App,0.8442634344100952
2024-12-08 22:00:08,오늘 준비 엄청 하셨네ㅋㅋㅋㅋㅋㅋ,- dc official App,Before Lap,,오늘 준비 엄청 하셨네ㅋㅋㅋㅋㅋㅋ - dc official App,오늘 준비 엄청 하셨네ㅋㅋㅋㅋㅋㅋ - dc official App,0.0756634771823883
2024-12-08 22:00:13,야스 마리나 서킷이 전형적인 틸케 드롬은 아니냐?,아니면 결국 좆노잼 병신이냐?,Before Lap,,야스 마리나 서킷이 전형적인 틸케 드롬은 아니냐? 아니면 결국 좆노잼 병신이냐?,야스 마리나 서킷이 전형적인 틸케 드롬은 아니냐? 아니면 결국 좆노잼 병신이냐?,0.9482756853103638
2024-12-08 22:00:24,오프닝영상은 전시즌 순위 순서인가?,가만보면 막스가 맨날 막타에 나오는듯해서,Before Lap,,오프닝영상은 전시즌 순위 순서인가? 가만보면 막스가 맨날 막타에 나오는듯해서,오프닝영상은 전시즌 순위 순서인가? 가만보면 막스가 맨날 막타에 나오는듯해서,0.13871535658836365
2024-12-08 22:00:26,안캐햄 갤질 좀 그만하십쇼,갤에서 한캐 여론 좋으니까 준비 빡세게 해온거 티납니다,Before Lap,,안캐햄 갤질 좀 그만하십쇼 갤에서 한캐 여론 좋으니까 준비 빡세게 해온거 티납니다,안캐햄 갤질 좀 그만하십쇼 갤에서 한캐 여론 좋으니까 준비 빡세게 해온거 티납니다,0.924271821975708
2024-12-08 22:00:36,연습) 르끌 p1 p1,캬ㅋㅋㅋㅋㅋㅋㅋㅋ,Before Lap,,연습) 르끌 p1 p1 캬ㅋㅋㅋㅋㅋㅋㅋㅋ,연습) 르끌 p1 p1 캬ㅋㅋㅋㅋㅋㅋㅋㅋ,0.48512595891952515
2024-12-08 22:00:39,like이세돌/따거/밀턴이형해줄게/승리의 맥열차,미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Before Lap,,like이세돌/따거/밀턴이형해줄게/승리의 맥열차 미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,like이세돌/따거/밀턴이형해줄게/승리의 맥열차 미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.2200848013162613
2024-12-08 22:00:40,경기다보고 3년전아부다비봐야겠다,ㄹㅇ,Before Lap,,경기다보고 3년전아부다비봐야겠다 ㄹㅇ,경기다보고 3년전아부다비봐야겠다 ㄹㅇ,0.1940438598394394
2024-12-08 22:01:05,맥라렌 움직임만 봐도 게임은 끝이네,원투로 끝날듯,Before Lap,,맥라렌 움직임만 봐도 게임은 끝이네 원투로 끝날듯,맥라렌 움직임만 봐도 게임은 끝이네 원투로 끝날듯,0.6196388602256775
2024-12-08 22:01:07,르끌 걍 부품 다갈아버릴줄 알았는데 걍 19그리드 스타트하네..,"흠
- dc official App",Before Lap,,"르끌 걍 부품 다갈아버릴줄 알았는데 걍 19그리드 스타트하네.. 흠
- dc official App",르끌 걍 부품 다갈아버릴줄 알았는데 걍 19그리드 스타트하네.. 흠 - dc official App,0.22224047780036926
2024-12-08 22:01:07,맥라렌의 컨챔 승리를 미리 축하합니다,,Before Lap,,맥라렌의 컨챔 승리를 미리 축하합니다 ,맥라렌의 컨챔 승리를 미리 축하합니다,0.07287939637899399
2024-12-08 22:01:11,아부다비 원래 밤에 하는거 아님??,"맨날 하이라이트나 본질보면
막화 아부다비는 항상 밤이던데
경기 끝날때쯤 어둑해짐?",Before Lap,,"아부다비 원래 밤에 하는거 아님?? 맨날 하이라이트나 본질보면
막화 아부다비는 항상 밤이던데
경기 끝날때쯤 어둑해짐?",아부다비 원래 밤에 하는거 아님?? 맨날 하이라이트나 본질보면 막화 아부다비는 항상 밤이던데 경기 끝날때쯤 어둑해짐?,0.2725929915904999
2024-12-08 22:01:12,드라이버 연말사진,,Before Lap,,드라이버 연말사진 ,드라이버 연말사진,0.11411852389574051
2024-12-08 22:01:22,해밀턴 하드 뭐냐,,Before Lap,,해밀턴 하드 뭐냐 ,해밀턴 하드 뭐냐,0.2045450508594513
2024-12-08 22:01:24,드림컴트루 ㄷㄷ,ㄷㄷㄷ,Before Lap,,드림컴트루 ㄷㄷ ㄷㄷㄷ,드림컴트루 ㄷㄷ ㄷㄷㄷ,0.05931203439831734
2024-12-08 22:01:25,드림스 컴 트루 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,Before Lap,,드림스 컴 트루 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,드림스 컴 트루 입갤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.3535759150981903
2024-12-08 22:01:27,안캐한테 디엠 보내서 엪갤 알려준 갤럼 있지 않았냐 ㅋㅋㅋㅋ,쌍따봉을 드립니다 ㅋㅋㅋㅋ,Before Lap,,안캐한테 디엠 보내서 엪갤 알려준 갤럼 있지 않았냐 ㅋㅋㅋㅋ 쌍따봉을 드립니다 ㅋㅋㅋㅋ,안캐한테 디엠 보내서 엪갤 알려준 갤럼 있지 않았냐 ㅋㅋㅋㅋ 쌍따봉을 드립니다 ㅋㅋㅋㅋ,0.23393186926841736
2024-12-08 22:01:27,콜라 유언 ㅠㅠ,,Before Lap,,콜라 유언 ㅠㅠ ,콜라 유언 ㅠㅠ,0.15324681997299194
2024-12-08 22:01:27,콜라 애잔하네..,,Before Lap,,콜라 애잔하네.. ,콜라 애잔하네..,0.22390198707580566
2024-12-08 22:01:28,유언이노,ㅜ,Before Lap,,유언이노 ㅜ,유언이노 ㅜ,0.18021412193775177
2024-12-08 22:01:28,유언ㅠㅠㅠㅠ,ㅋㅋㅋ,Before Lap,,유언ㅠㅠㅠㅠ ㅋㅋㅋ,유언ㅠㅠㅠㅠ ㅋㅋㅋ,0.4059200584888458
2024-12-08 22:01:26,콜라 고별 인사ㅠㅠㅠ,,Before Lap,,콜라 고별 인사ㅠㅠㅠ ,콜라 고별 인사ㅠㅠㅠ,0.10933253914117813
2024-12-08 22:01:28,두한은 암것도안해도 17이네,,Before Lap,,두한은 암것도안해도 17이네 ,두한은 암것도안해도 17이네,0.7089743614196777
2024-12-08 22:01:29,콜라: 고맙다,,Before Lap,,콜라: 고맙다 ,콜라: 고맙다,0.23266039788722992
2024-12-08 22:01:30,드림컴트루 ㅠㅠ,,Before Lap,,드림컴트루 ㅠㅠ ,드림컴트루 ㅠㅠ,0.057466305792331696
2024-12-08 22:01:32,콜라는 이제 어디 가노,,Before Lap,,콜라는 이제 어디 가노 ,콜라는 이제 어디 가노,0.12721598148345947
2024-12-08 22:01:34,콜라 유언남기노..,잘가라..,Before Lap,,콜라 유언남기노.. 잘가라..,콜라 유언남기노.. 잘가라..,0.8230229616165161
2024-12-08 22:01:35,콜라 유언ㅠㅠ,,Before Lap,,콜라 유언ㅠㅠ ,콜라 유언ㅠㅠ,0.13339999318122864
2024-12-08 22:01:37,콜라 왜 우는 목소리냐 ㅋㅋㅋㅋㅋ,,Before Lap,,콜라 왜 우는 목소리냐 ㅋㅋㅋㅋㅋ ,콜라 왜 우는 목소리냐 ㅋㅋㅋㅋㅋ,0.7565101385116577
2024-12-08 22:01:44,콜라핀토 ㅠㅠ,".
- dc official App",Before Lap,,"콜라핀토 ㅠㅠ .
- dc official App",콜라핀토 ㅠㅠ . - dc official App,0.11595159769058228
2024-12-08 22:01:43,콜라곰은 북극으로,ㅇㅇ,Before Lap,,콜라곰은 북극으로 ㅇㅇ,콜라곰은 북극으로 ㅇㅇ,0.23834750056266785
2024-12-08 22:01:44,콜라... 잘가,,Before Lap,,콜라... 잘가 ,콜라... 잘가,0.8145352602005005
2024-12-08 22:01:45,유언이노ㅠㅠ,- dc official App,Before Lap,,유언이노ㅠㅠ - dc official App,유언이노ㅠㅠ - dc official App,0.18377725780010223
2024-12-08 22:01:48,너의 꿈이 이뤄졌으니 다른 이의 꿈도 이뤄줘라,ㅋㅋㅋ,Before Lap,,너의 꿈이 이뤄졌으니 다른 이의 꿈도 이뤄줘라 ㅋㅋㅋ,너의 꿈이 이뤄졌으니 다른 이의 꿈도 이뤄줘라 ㅋㅋㅋ,0.9197421669960022
2024-12-08 22:01:52,울컥하네..,ㅇㅇ..,Before Lap,,울컥하네.. ㅇㅇ..,울컥하네.. ㅇㅇ..,0.06358028948307037
2024-12-08 22:01:55,콜바오 가지마,- dc official App,Before Lap,,콜바오 가지마 - dc official App,콜바오 가지마 - dc official App,0.14250220358371735
2024-12-08 22:01:58,콜라 진짜 처음에 개잘하는줄 알았다..,파괴왕일줄이야..,Before Lap,,콜라 진짜 처음에 개잘하는줄 알았다.. 파괴왕일줄이야..,콜라 진짜 처음에 개잘하는줄 알았다.. 파괴왕일줄이야..,0.1350274235010147
2024-12-08 22:01:59,콜라 차만 안 부숴먹었어도..,,Before Lap,,콜라 차만 안 부숴먹었어도.. ,콜라 차만 안 부숴먹었어도..,0.23009444773197174
2024-12-08 22:02:01,물탕이의 단단한 ㅗㅜㅑ..,하드타이어,Before Lap,,물탕이의 단단한 ㅗㅜㅑ.. 하드타이어,물탕이의 단단한 ㅗㅜㅑ.. 하드타이어,0.5115758180618286
2024-12-08 22:02:02,콜라핀토 지금 라디오하는거,리타할 거 같아서 미리 치는거야?,Before Lap,,콜라핀토 지금 라디오하는거 리타할 거 같아서 미리 치는거야?,콜라핀토 지금 라디오하는거 리타할 거 같아서 미리 치는거야?,0.27503880858421326
2024-12-08 22:02:05,콜라야 ㅠㅠㅠ,유언을 남기노 ㅠㅠ,Before Lap,,콜라야 ㅠㅠㅠ 유언을 남기노 ㅠㅠ,콜라야 ㅠㅠㅠ 유언을 남기노 ㅠㅠ,0.19784417748451233
2024-12-08 22:02:07,요트에서 경기 보는 부자들 부럽다,재미있을듯,Before Lap,,요트에서 경기 보는 부자들 부럽다 재미있을듯,요트에서 경기 보는 부자들 부럽다 재미있을듯,0.07415950298309326
2024-12-08 22:02:07,해밀턴이... 아부다비에서... 하드?,이거완전,Before Lap,,해밀턴이... 아부다비에서... 하드? 이거완전,해밀턴이... 아부다비에서... 하드? 이거완전,0.4131571650505066
2024-12-08 22:02:08,마제스핀 스트림 1번 사망,스트림 2 좆같은 30프레임...,Before Lap,,마제스핀 스트림 1번 사망 스트림 2 좆같은 30프레임...,마제스핀 스트림 1번 사망 스트림 2 좆같은 30프레임...,0.8887922763824463
2024-12-08 22:02:10,프론트 스타트에서 메르세데스행동 보고싶네,,Before Lap,,프론트 스타트에서 메르세데스행동 보고싶네 ,프론트 스타트에서 메르세데스행동 보고싶네,0.07317455857992172
2024-12-08 22:02:14,벌써 작별 ㅋㅋ,,Before Lap,,벌써 작별 ㅋㅋ ,벌써 작별 ㅋㅋ,0.407121479511261
2024-12-08 22:02:16,보타스도 유언ㅠㅠㅠㅠㅠㅠㅠ,,Before Lap,,보타스도 유언ㅠㅠㅠㅠㅠㅠㅠ ,보타스도 유언ㅠㅠㅠㅠㅠㅠㅠ,0.07470943033695221
2024-12-08 22:02:18,보타스 ㅠㅠㅠㅠ,,Before Lap,,보타스 ㅠㅠㅠㅠ ,보타스 ㅠㅠㅠㅠ,0.07632282376289368
2024-12-08 22:02:18,다 작별인사하노 ㅠㅠ,,Before Lap,,다 작별인사하노 ㅠㅠ ,다 작별인사하노 ㅠㅠ,0.15545478463172913
2024-12-08 22:02:20,마지막 인사들 ㅜㅜ,,Before Lap,,마지막 인사들 ㅜㅜ ,마지막 인사들 ㅜㅜ,0.09111958742141724
2024-12-08 22:02:21,보타스) 땡큐 페라리,,Before Lap,,보타스) 땡큐 페라리 ,보타스) 땡큐 페라리,0.20414729416370392
2024-12-08 22:02:22,씨발 유언 풍년이노,- dc official App,Before Lap,,씨발 유언 풍년이노 - dc official App,씨발 유언 풍년이노 - dc official App,0.8560436367988586
2024-12-08 22:02:27,보타스 ㅠㅠ,".
- dc official App",Before Lap,,"보타스 ㅠㅠ .
- dc official App",보타스 ㅠㅠ . - dc official App,0.13139113783836365
2024-12-08 22:02:27,진짜 고마울까?,,Before Lap,,진짜 고마울까? ,진짜 고마울까?,0.23406194150447845
2024-12-08 22:02:28,북딱스는 진짜 슬프네,,Before Lap,,북딱스는 진짜 슬프네 ,북딱스는 진짜 슬프네,0.1450083702802658
2024-12-08 22:02:27,보바오 가지마ㅠㅠ,- dc official App,Before Lap,,보바오 가지마ㅠㅠ - dc official App,보바오 가지마ㅠㅠ - dc official App,0.13460488617420197
2024-12-08 22:02:30,콜바오 진짜 첨에 포인트 따잇할때 오지긴 했는데,그 뒤로 미친 테러리스트가 될줄은 ㅜㅜ,Before Lap,,콜바오 진짜 첨에 포인트 따잇할때 오지긴 했는데 그 뒤로 미친 테러리스트가 될줄은 ㅜㅜ,콜바오 진짜 첨에 포인트 따잇할때 오지긴 했는데 그 뒤로 미친 테러리스트가 될줄은 ㅜㅜ,0.7838926315307617
2024-12-08 22:02:30,f2랑 슈퍼포뮬러는 어디가 윗급임?,"?
- dc official App",Before Lap,,"f2랑 슈퍼포뮬러는 어디가 윗급임? ?
- dc official App",f2랑 슈퍼포뮬러는 어디가 윗급임? ? - dc official App,0.18469099700450897
2024-12-08 22:02:30,보타스 ㅠㅠ,,Before Lap,,보타스 ㅠㅠ ,보타스 ㅠㅠ,0.08398955315351486
2024-12-08 22:02:31,유언이 많네...,,Before Lap,,유언이 많네... ,유언이 많네...,0.10197082906961441
2024-12-08 22:02:34,2021 벨스타펀ㅋ ㅋㅋㅋㅋㅋㅋ,- dc official App,Before Lap,,2021 벨스타펀ㅋ ㅋㅋㅋㅋㅋㅋ - dc official App,2021 벨스타펀ㅋ ㅋㅋㅋㅋㅋㅋ - dc official App,0.22842033207416534
2024-12-08 22:02:37,체코야 넌 왜 인사 안하냐,,Before Lap,,체코야 넌 왜 인사 안하냐 ,체코야 넌 왜 인사 안하냐,0.8735828995704651
2024-12-08 22:02:48,보바오 가지마ㅠㅠㅠ,,Before Lap,,보바오 가지마ㅠㅠㅠ ,보바오 가지마ㅠㅠㅠ,0.08549071103334427
2024-12-08 22:02:52,북딱스 가지마 ㅜㅜㅠㅠ,ㅠㅠㅠ,Before Lap,,북딱스 가지마 ㅜㅜㅠㅠ ㅠㅠㅠ,북딱스 가지마 ㅜㅜㅠㅠ ㅠㅠㅠ,0.22815163433551788
2024-12-08 22:02:55,보타스는 어디감?,- dc official App,Before Lap,,보타스는 어디감? - dc official App,보타스는 어디감? - dc official App,0.12923294305801392
2024-12-08 22:02:56,유언이 많은거 보니까 개판 경기 각이다,,Before Lap,,유언이 많은거 보니까 개판 경기 각이다 ,유언이 많은거 보니까 개판 경기 각이다,0.893007218837738
2024-12-08 22:03:01,"체코 : 땡큐 레드불, 땡큐 RBPT",내년에도 잘해보자고!!,Before Lap,,"체코 : 땡큐 레드불, 땡큐 RBPT 내년에도 잘해보자고!!","체코 : 땡큐 레드불, 땡큐 RBPT 내년에도 잘해보자고!!",0.06710418313741684
2024-12-08 22:03:05,나 솔직히 콜라 내년에도 볼줄 알았음,몇경기 찍 싸고 쫒겨날 줄이야,Before Lap,,나 솔직히 콜라 내년에도 볼줄 알았음 몇경기 찍 싸고 쫒겨날 줄이야,나 솔직히 콜라 내년에도 볼줄 알았음 몇경기 찍 싸고 쫒겨날 줄이야,0.76332688331604
2024-12-08 22:03:07,근데 드챔 차이 존나 나네 씹ㅋㅋㅋ,누리스 애초에 먹기가 존나 힘들긴했네,Before Lap,,근데 드챔 차이 존나 나네 씹ㅋㅋㅋ 누리스 애초에 먹기가 존나 힘들긴했네,근데 드챔 차이 존나 나네 씹ㅋㅋㅋ 누리스 애초에 먹기가 존나 힘들긴했네,0.7517155408859253
2024-12-08 22:03:08,그래도 보타스는 인사라도 하고 가네,잘했는 못했든 리카도 오콘 사전트는 너무 갑작스러웠음,Before Lap,,그래도 보타스는 인사라도 하고 가네 잘했는 못했든 리카도 오콘 사전트는 너무 갑작스러웠음,그래도 보타스는 인사라도 하고 가네 잘했는 못했든 리카도 오콘 사전트는 너무 갑작스러웠음,0.11924796551465988
2024-12-08 22:03:09,혼돈과 카오스를 보여줘!!!,,Before Lap,,혼돈과 카오스를 보여줘!!! ,혼돈과 카오스를 보여줘!!!,0.45132386684417725
2024-12-08 22:03:09,제발 어뢰짓,,Before Lap,,제발 어뢰짓 ,제발 어뢰짓,0.7363596558570862
2024-12-08 22:03:11,노리스 내년 드챔?,,Before Lap,,노리스 내년 드챔? ,노리스 내년 드챔?,0.14478637278079987
2024-12-08 22:03:11,알국왕 로켓스타트 드가자,,Before Lap,,알국왕 로켓스타트 드가자 ,알국왕 로켓스타트 드가자,0.14014261960983276
2024-12-08 22:03:12,노리스 오늘 막스 드챔 역전하고 월챔 가자잇 ㅅㅅㅅ,ㅅㅅㅅㅅㅅ,Before Lap,,노리스 오늘 막스 드챔 역전하고 월챔 가자잇 ㅅㅅㅅ ㅅㅅㅅㅅㅅ,노리스 오늘 막스 드챔 역전하고 월챔 가자잇 ㅅㅅㅅ ㅅㅅㅅㅅㅅ,0.14494018256664276
2024-12-08 22:03:17,우승자가 다음시즌 챔피언이라고요?,일단 이 새끼는 아님,Before Lap,,우승자가 다음시즌 챔피언이라고요? 일단 이 새끼는 아님,우승자가 다음시즌 챔피언이라고요? 일단 이 새끼는 아님,0.9021893739700317
2024-12-08 22:03:23,최선을 다하자 페라리,,Before Lap,,최선을 다하자 페라리 ,최선을 다하자 페라리,0.07752876728773117
2024-12-08 22:03:24,둑흔둑흔둑흔,시작이다,Before Lap,,둑흔둑흔둑흔 시작이다,둑흔둑흔둑흔 시작이다,0.3754439353942871
2024-12-08 22:03:27,본사 ㅋㅋㅋㅋ,,Before Lap,,본사 ㅋㅋㅋㅋ ,본사 ㅋㅋㅋㅋ,0.38982999324798584
2024-12-08 22:03:31,맥라렌 단관 머노ㅋㅋㅋ,,Before Lap,,맥라렌 단관 머노ㅋㅋㅋ ,맥라렌 단관 머노ㅋㅋㅋ,0.5237516760826111
2024-12-08 22:03:34,보타스 내년 백수임?,어디 찌라시 없음?,Before Lap,,보타스 내년 백수임? 어디 찌라시 없음?,보타스 내년 백수임? 어디 찌라시 없음?,0.9298158288002014
2024-12-08 22:03:33,내일 시험인데 맞냐,"어 형이야 형은 기말 전날에도 F1을 봐
- dc official App",Before Lap,,"내일 시험인데 맞냐 어 형이야 형은 기말 전날에도 F1을 봐
- dc official App",내일 시험인데 맞냐 어 형이야 형은 기말 전날에도 F1을 봐 - dc official App,0.3093385100364685
2024-12-08 22:03:40,말로만 감사하지말고 행동으로 보여줘라,먼말인지 알지?,Before Lap,,말로만 감사하지말고 행동으로 보여줘라 먼말인지 알지?,말로만 감사하지말고 행동으로 보여줘라 먼말인지 알지?,0.8301049470901489
2024-12-08 22:03:41,단관까지하네 ㅋㅋㅋㅋㅋ,,Before Lap,,단관까지하네 ㅋㅋㅋㅋㅋ ,단관까지하네 ㅋㅋㅋㅋㅋ,0.2337045967578888
2024-12-08 22:03:42,축포 다 준비해놨노 ㅋㅋㅋㅋ,,Before Lap,,축포 다 준비해놨노 ㅋㅋㅋㅋ ,축포 다 준비해놨노 ㅋㅋㅋㅋ,0.3967086374759674
2024-12-08 22:03:44,레드플렉마렵네,,Before Lap,,레드플렉마렵네 ,레드플렉마렵네,0.24555638432502747
2024-12-08 22:03:46,저러고 둘다 사고 나서 리타이어 하면 재미있긴하겠다,기대,Before Lap,,저러고 둘다 사고 나서 리타이어 하면 재미있긴하겠다 기대,저러고 둘다 사고 나서 리타이어 하면 재미있긴하겠다 기대,0.20560428500175476
2024-12-08 22:03:54,마지막 경기다,,1,1.0,마지막 경기다 ,마지막 경기다,0.07343702763319016
2024-12-08 22:03:55,마지막 레이스 드가자잇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅁ,1,1.0,마지막 레이스 드가자잇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅁ,마지막 레이스 드가자잇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅁ,0.5809993147850037
2024-12-08 22:03:56,드개재잇ㅅ,,1,1.0,드개재잇ㅅ ,드개재잇ㅅ,0.5308794379234314
2024-12-08 22:03:57,아 시작 ㄲ,ㅋ,1,1.0,아 시작 ㄲ ㅋ,아 시작 ㄲ ㅋ,0.24100273847579956
2024-12-08 22:03:57,가속을~~~~~~~~~~~,,1,1.0,가속을~~~~~~~~~~~ ,가속을~~~~~~~~~~~,0.12961076200008392
2024-12-08 22:03:58,ㄱㄱㄱㄱㄱㄱㄱㄱㄱ,,1,1.0,ㄱㄱㄱㄱㄱㄱㄱㄱㄱ ,ㄱㄱㄱㄱㄱㄱㄱㄱㄱ,0.12371548265218735
2024-12-08 22:03:58,개좆노잼냄새 난다 ㄹㅇ,,1,1.0,개좆노잼냄새 난다 ㄹㅇ ,개좆노잼냄새 난다 ㄹㅇ,0.9272012114524841
2024-12-08 22:04:00,ㄱㄱㄱㄱㄱㄱㄱㄱ,,1,1.0,ㄱㄱㄱㄱㄱㄱㄱㄱ ,ㄱㄱㄱㄱㄱㄱㄱㄱ,0.14467579126358032
2024-12-08 22:04:01,이번 시즌 마지막 레이스 스따뜨,,1,1.0,이번 시즌 마지막 레이스 스따뜨 ,이번 시즌 마지막 레이스 스따뜨,0.08781091868877411
2024-12-08 22:04:02,드가자잇 ㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,드가자잇 ㅋㅋㅋㅋㅋㅋㅋ ,드가자잇 ㅋㅋㅋㅋㅋㅋㅋ,0.6944310069084167
2024-12-08 22:04:03,가속을~~~,시작했습니다!,1,1.0,가속을~~~ 시작했습니다!,가속을~~~ 시작했습니다!,0.08067657798528671
2024-12-08 22:04:04,드가자~~~,,1,1.0,드가자~~~ ,드가자~~~,0.28452908992767334
2024-12-08 22:04:06,가소글,ㅇㅇ,1,1.0,가소글 ㅇㅇ,가소글 ㅇㅇ,0.4829618036746979
2024-12-08 22:04:06,드가자!!!!!!!!,가보자,1,1.0,드가자!!!!!!!! 가보자,드가자!!!!!!!! 가보자,0.13633674383163452
2024-12-08 22:04:07,가속을!,ㄱㄱ,1,1.0,가속을! ㄱㄱ,가속을! ㄱㄱ,0.08943203836679459
2024-12-08 22:04:07,시작했습니다,,1,1.0,시작했습니다 ,시작했습니다,0.07065001875162125
2024-12-08 22:04:07,그린플랙 입갤ㅋㅋㅋ,- dc official App,1,1.0,그린플랙 입갤ㅋㅋㅋ - dc official App,그린플랙 입갤ㅋㅋㅋ - dc official App,0.14473147690296173
2024-12-08 22:04:08,섹스 출발 ㅋㅋㅋ,ㅋㅋ,1,1.0,섹스 출발 ㅋㅋㅋ ㅋㅋ,섹스 출발 ㅋㅋㅋ ㅋㅋ,0.8365561962127686
2024-12-08 22:04:07,페라리는 언제 챔따냐,,1,1.0,페라리는 언제 챔따냐 ,페라리는 언제 챔따냐,0.23072583973407745
2024-12-08 22:04:14,스핀 ㅋㅋㅋㅋㅋ,,1,1.0,스핀 ㅋㅋㅋㅋㅋ ,스핀 ㅋㅋㅋㅋㅋ,0.7234203219413757
2024-12-08 22:04:14,?????,,1,1.0,????? ,?????,0.40255385637283325
2024-12-08 22:04:14,대 막 스 ㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,대 막 스 ㅋㅋㅋㅋㅋㅋㅋ ,대 막 스 ㅋㅋㅋㅋㅋㅋㅋ,0.6278655529022217
2024-12-08 22:04:14,어 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,어 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ ,어 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ,0.8045710921287537
2024-12-08 22:04:15,ㄱㄱㄱㄱㄱㄱㄱㄱ,,1,1.0,ㄱㄱㄱㄱㄱㄱㄱㄱ ,ㄱㄱㄱㄱㄱㄱㄱㄱ,0.14467579126358032
2024-12-08 22:04:15,막스 ㅋㅋㅋㅋㅋ,,1,1.0,막스 ㅋㅋㅋㅋㅋ ,막스 ㅋㅋㅋㅋㅋ,0.6793478727340698
2024-12-08 22:04:16,ㅅㅅㅅㅅㅅㅅㅅㅅㅅ,,1,1.0,ㅅㅅㅅㅅㅅㅅㅅㅅㅅ ,ㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0.24916689097881317
2024-12-08 22:04:16,개시발련들아,,1,1.0,개시발련들아 ,개시발련들아,0.8787022233009338
2024-12-08 22:04:16,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ좆라렌 ㅋㅋㅋ,,1,1.0,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ좆라렌 ㅋㅋㅋ ,ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ좆라렌 ㅋㅋㅋ,0.864820122718811
2024-12-08 22:04:17,막스 끠아제 사망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,막스 끠아제 사망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,막스 끠아제 사망 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.8313189148902893
2024-12-08 22:04:17,시발 ㅋㅋㅋ,,1,1.0,시발 ㅋㅋㅋ ,시발 ㅋㅋㅋ,0.8053817749023438
2024-12-08 22:04:18,ㅋㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,ㅋㅋㅋㅋㅋㅋㅋㅋ ,ㅋㅋㅋㅋㅋㅋㅋㅋ,0.6340405941009521
2024-12-08 22:04:18,맥라렌ㄴ사망ㅋㅋ,ㅋㅋㅋ,1,1.0,맥라렌ㄴ사망ㅋㅋ ㅋㅋㅋ,맥라렌ㄴ사망ㅋㅋ ㅋㅋㅋ,0.8868265748023987
2024-12-08 22:04:18,어뢰 ㅋㅋㅋㅋㅋㅋㅋㅋ,- dc official App,1,1.0,어뢰 ㅋㅋㅋㅋㅋㅋㅋㅋ - dc official App,어뢰 ㅋㅋㅋㅋㅋㅋㅋㅋ - dc official App,0.2836124002933502
2024-12-08 22:04:18,아이 씨발 막스 미친년아,,1,1.0,아이 씨발 막스 미친년아 ,아이 씨발 막스 미친년아,0.8998529314994812
2024-12-08 22:04:18,막 멕 ㅈ망ㅋㅋㅋㅋㅋㅋㅋ,,1,1.0,막 멕 ㅈ망ㅋㅋㅋㅋㅋㅋㅋ ,막 멕 ㅈ망ㅋㅋㅋㅋㅋㅋㅋ,0.855599582195282
2024-12-08 22:04:19,출발ㅋㅋㅋㅋㅋ,- dc official App,1,1.0,출발ㅋㅋㅋㅋㅋ - dc official App,출발ㅋㅋㅋㅋㅋ - dc official App,0.170982226729393
